variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
"d[54,5]",8.525729839354218,8.537129200907946,6.7903592445090295,6.8403555876748054,-2.5137314488045037,19.784626363062475,1.0009029745834022,10717.239333081701,10865.686728079581
"d[55,5]",-2.8790844382540715,-2.896329764332031,6.171435713042411,6.125689116918109,-12.940587230742553,7.393086984230633,1.000321155947665,11072.213222785527,10910.257213269304
"d[56,5]",-3.8356310783356373,-3.856602641162359,5.8821687388642525,5.935879374999483,-13.462049097465101,5.901956298213061,1.0001728124052582,10068.898057698672,9780.037662926776
"d[57,5]",-2.7165846136423744,-2.632087092645862,6.17399952711612,6.095583544164145,-12.922673863175834,7.296761077895091,1.0006352892807031,10414.451410798281,10262.820539753744
"d[58,5]",4.282896781117397,4.32193928070222,6.177013558423283,6.243048819236919,-5.883621857270751,14.467263662791614,1.0004445079985849,10705.009765791918,10264.389012241543
"d[59,5]",-5.790023726108369,-5.78656387590739,6.279562499320724,6.311052437612998,-16.214613808935542,4.553846962133607,1.0005163705425002,10356.000752472393,10674.498081059772
"d[60,5]",0.6631464777215665,0.5776717816734989,5.9621142233108415,5.936399284722035,-9.172411330064252,10.472995119790992,1.000345120789544,10152.61902367727,10418.469304148815
"d[61,5]",-5.1114820917057475,-5.150852322377487,6.112251068419452,6.030226257050361,-15.149355631913231,5.068088382434578,1.0001210400798872,10141.544345130194,10294.8844939307
"d[62,5]",-5.30709311158455,-5.309840469499965,5.981746704716967,6.057053930444041,-15.148252682654164,4.445366328209775,1.0001648501667848,10484.277967382102,10486.142413287584
"d[63,5]",-1.3986454415946568,-1.4469559684969187,5.87808947988184,5.940426259464594,-10.977184335883031,8.195474324001186,1.000564553136193,10866.526236596621,10644.967319348956
"d[64,5]",1.55689743419345,1.6310837701730194,6.3989919796662305,6.267593932707022,-8.921595107483135,12.030199304419384,1.0003977819843664,9960.371091821919,10783.780900885542
